Gene,Non-unique Gene name,Annotation,Number_pos_present_in,Number_neg_present_in,Number_pos_not_present_in,Number_neg_not_present_in,Sensitivity,Specificity,Odds_ratio,Naive_p,Bonferroni_p,Benjamini_H_p,Max_Pairwise_comparisons,Max_supporting_pairs,Max_opposing_pairs,Best_pairwise_comp_p,Worst_pairwise_comp_p
group_13351,espJ_2,ESX-1 secretion-associated protein EspJ,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
group_13558,,putative protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
group_14454,espL_2,ESX-1 secretion-associated protein EspL,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
espK_2,,ESX-1 secretion-associated protein EspK,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
group_1615,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,3,0,3,0.25,0.25
group_1645,,IS3 family transposase ISBcen7,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,3,0,3,0.25,0.25
group_1759,argJ,Arginine biosynthesis bifunctional protein ArgJ,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
group_182,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,4,0,4,0.125,0.125
group_197,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
group_2089,hddA,D-glycero-alpha-D-manno-heptose 7-phosphate kinase,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,4,0,4,0.125,0.125
group_2156,,putative protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
group_2229,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
group_2233,pks1_3,Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks1,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
group_255,,PPE family protein PPE34,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,4,0,4,0.125,0.125
group_290,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
group_300,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,3,0,3,0.25,0.25
group_3031,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,3,0,3,0.25,0.25
group_3095,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,4,0,4,0.125,0.125
group_3386,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,3,0,3,0.25,0.25
fliJ,,Flagellar FliJ protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,3,0,3,0.25,0.25
group_3522,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,4,0,4,0.125,0.125
group_3623,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
group_3804,,putative PE-PGRS family protein PE_PGRS24,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,4,0,4,0.125,0.125
group_3957,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,3,0,3,0.25,0.25
group_4028,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,4,0,4,0.125,0.125
group_4059,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,4,0,4,0.125,0.125
group_4078,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,4,0,4,0.125,0.125
group_4117,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,1,0,1,1,1
group_4173,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
group_4175,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
group_4340,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,1,0,1,1,1
group_4351,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,1,0,1,1,1
group_4368,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,3,0,3,0.25,0.25
group_5067,,putative protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
group_5216,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,3,0,3,0.25,0.25
group_5569,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,3,0,3,0.25,0.25
group_621,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
group_639,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,4,0,4,0.125,0.125
group_69,,hypothetical protein,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,4,0,4,0.125,0.125
group_296,,PE-PGRS family protein PE_PGRS33,4,12,145,116,2.684563758,90.625,0.266666667,0.020459007,1,0.355481617,6,2,5,0.21875,0.6875
group_403,,hypothetical protein,4,12,145,116,2.684563758,90.625,0.266666667,0.020459007,1,0.355481617,7,2,7,0.015625,0.453125
mymA,,Putative FAD-containing monooxygenase MymA,140,127,9,1,93.95973154,0.78125,0.122484689,0.022738248,1,0.393611786,3,1,2,1,1
group_1018,,hypothetical protein,9,1,140,127,6.040268456,99.21875,8.164285714,0.022738248,1,0.393611786,2,1,1,1,1
group_13345,tkt,Transketolase,9,1,140,127,6.040268456,99.21875,8.164285714,0.022738248,1,0.393611786,2,1,1,1,1
group_1222,,hypothetical protein,11,2,138,126,7.382550336,98.4375,5.02173913,0.024145097,1,0.417446562,5,3,2,1,1
group_1989,,hypothetical protein,146,117,3,11,97.98657718,8.59375,4.575498575,0.02433144,1,0.419627007,9,6,3,0.5078125,0.5078125
ppsC,,Phthiocerol synthesis polyketide synthase type I PpsC,146,117,3,11,97.98657718,8.59375,4.575498575,0.02433144,1,0.419627007,9,7,3,0.1796875,0.5078125
group_3686,,hypothetical protein,148,121,1,7,99.32885906,5.46875,8.561983471,0.026396374,1,0.448660173,6,5,1,0.21875,0.21875
group_11936,,hypothetical protein,1,7,148,121,0.67114094,94.53125,0.116795367,0.026396374,1,0.448660173,5,1,4,0.375,0.375
group_15268,rmlC,"dTDP-4-dehydrorhamnose 3,5-epimerase",1,7,148,121,0.67114094,94.53125,0.116795367,0.026396374,1,0.448660173,5,1,4,0.375,0.375
group_15329,rpsM,30S ribosomal protein S13,1,7,148,121,0.67114094,94.53125,0.116795367,0.026396374,1,0.448660173,5,1,4,0.375,0.375
group_15497,infA,Translation initiation factor IF-1,1,7,148,121,0.67114094,94.53125,0.116795367,0.026396374,1,0.448660173,5,1,4,0.375,0.375
group_175,,hypothetical protein,1,7,148,121,0.67114094,94.53125,0.116795367,0.026396374,1,0.448660173,6,1,6,0.03125,0.21875
group_20,,hypothetical protein,1,7,148,121,0.67114094,94.53125,0.116795367,0.026396374,1,0.448660173,4,1,3,0.625,0.625
group_3980,,hypothetical protein,1,7,148,121,0.67114094,94.53125,0.116795367,0.026396374,1,0.448660173,7,1,6,0.125,0.125
group_4152,,hypothetical protein,1,7,148,121,0.67114094,94.53125,0.116795367,0.026396374,1,0.448660173,4,1,3,0.625,0.625
group_6017,,hypothetical protein,1,7,148,121,0.67114094,94.53125,0.116795367,0.026396374,1,0.448660173,4,1,4,0.125,0.625
hcaB_3,,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,147,119,2,9,98.65771812,7.03125,5.558823529,0.026497834,1,0.448660173,7,5,2,0.453125,0.453125
pra,,Proline-rich antigen ,147,119,2,9,98.65771812,7.03125,5.558823529,0.026497834,1,0.448660173,8,7,2,0.0703125,0.2890625
group_29,,hypothetical protein,2,9,147,119,1.342281879,92.96875,0.17989418,0.026497834,1,0.448660173,5,1,5,0.0625,0.375
group_2999,pra,Proline-rich antigen ,2,9,147,119,1.342281879,92.96875,0.17989418,0.026497834,1,0.448660173,8,2,7,0.0703125,0.2890625
group_981,bglB,Thermostable beta-glucosidase B,2,9,147,119,1.342281879,92.96875,0.17989418,0.026497834,1,0.448660173,5,2,3,1,1
group_113,,hypothetical protein,7,16,142,112,4.697986577,87.5,0.345070423,0.027393898,1,0.463269382,9,2,8,0.0390625,0.1796875
group_10531,pncB2,Nicotinate phosphoribosyltransferase pncB2,5,13,144,115,3.355704698,89.84375,0.30715812,0.02744992,1,0.463654096,9,1,9,0.00390625,0.0390625
rpsR1_2,,30S ribosomal protein S18 1,143,128,6,0,95.97315436,0,0,0.032230635,1,0.543088141,1,0,1,1,1
group_2273,,hypothetical protein,6,0,143,128,4.026845638,100,inf,0.032230635,1,0.543088141,1,1,0,1,1
group_640,,hypothetical protein,80,85,69,43,53.69127517,33.59375,0.586530264,0.036969967,1,0.569640906,12,7,7,0.774414063,0.774414063
group_850,,hypothetical protein,16,5,133,123,10.73825503,96.09375,2.959398496,0.039925167,1,0.569640906,6,2,5,0.21875,0.6875
group_3842,,hypothetical protein,69,76,80,52,46.30872483,40.625,0.590131579,0.040067188,1,0.569640906,13,4,10,0.092285156,0.266845703
group_1789,,putative PPE family protein PPE32,141,127,8,1,94.63087248,0.78125,0.138779528,0.040819384,1,0.569640906,4,1,3,0.625,0.625
group_14027,,hypothetical protein,139,126,10,2,93.2885906,1.5625,0.220634921,0.040901315,1,0.569640906,3,2,1,1,1
group_1548,,hypothetical protein,139,126,10,2,93.2885906,1.5625,0.220634921,0.040901315,1,0.569640906,4,2,2,1,1
group_48,,hypothetical protein,64,71,85,57,42.95302013,44.53125,0.604473902,0.041081409,1,0.569640906,12,7,8,0.387695313,0.774414063
group_3489,,hypothetical protein,3,10,146,118,2.013422819,92.1875,0.242465753,0.042115725,1,0.569640906,5,2,4,0.375,1
group_1094,esxL,ESAT-6-like protein EsxL,29,13,120,115,19.46308725,89.84375,2.137820513,0.042919398,1,0.569640906,9,4,6,0.5078125,1
group_2137,,hypothetical protein,142,113,7,15,95.30201342,11.71875,2.692793932,0.043417505,1,0.569640906,11,7,4,0.548828125,0.548828125
lexA,,LexA repressor,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,3,3,0,0.25,0.25
group_1067,,hypothetical protein,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,2,2,0,0.5,0.5
esxV,,ESAT-6-like protein EsxV,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,4,4,0,0.125,0.125
group_11325,,putative PPE family protein PPE33,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,2,2,0,0.5,0.5
group_12849,,hypothetical protein,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,1,1,0,1,1
dnaJ1,,Chaperone protein DnaJ 1,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,4,4,0,0.125,0.125
group_13555,,putative protein,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,4,4,0,0.125,0.125
group_14172,,HTH-type transcriptional repressor,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,3,3,0,0.25,0.25
group_15704,,hypothetical protein,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,4,4,0,0.125,0.125
group_16170,,hypothetical protein,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,2,2,0,0.5,0.5
tyrS,,Tyrosine--tRNA ligase,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,4,4,0,0.125,0.125
group_1705,,IS3 family transposase IS987,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,4,4,0,0.125,0.125
hddA,,D-glycero-alpha-D-manno-heptose 7-phosphate kinase,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,3,3,0,0.25,0.25
group_2688,,hypothetical protein,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,4,4,0,0.125,0.125
group_3704,,Cell wall synthesis protein Wag31,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,3,3,0,0.25,0.25
group_813,,putative PPE family protein PPE40,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,4,4,0,0.125,0.125
group_978,,hypothetical protein,149,124,0,4,100,3.125,inf,0.044444921,1,0.569640906,3,3,0,0.25,0.25
group_102,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_1070,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,2,0,2,0.5,0.5
group_1174,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_13029,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
cobS_2,,Adenosylcobinamide-GDP ribazoletransferase,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_14456,espL_2,ESX-1 secretion-associated protein EspL,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_1454,paaF,"2,3-dehydroadipyl-CoA hydratase",0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_1468,rpsD,30S ribosomal protein S4,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_15837,espK_2,ESX-1 secretion-associated protein EspK,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_1584,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
tar,,Methyl-accepting chemotaxis protein III,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,2,0,2,0.5,0.5
arnT,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
fliM,,Flagellar motor switch protein FliM,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,1,0,1,1,1
group_1627,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_1647,amiD_2,Putative amidase AmiD,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_16634,eccD1_2,ESX-1 secretion system protein EccD1,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_2194,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_2203,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,2,0,2,0.5,0.5
group_2209,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,2,0,2,0.5,0.5
grxC,,Glutaredoxin 3,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,2,0,2,0.5,0.5
rhaS,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,2,0,2,0.5,0.5
group_2221,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,2,0,2,0.5,0.5
group_2250,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,2,0,2,0.5,0.5
yecD,,Isochorismatase family protein YecD,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_2270,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_2271,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_298,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_299,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_3096,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_3129,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,2,0,2,0.5,0.5
rhtB,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,2,0,2,0.5,0.5
rpsL_2,,30S ribosomal protein S12,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_3339,,putative PPE family protein PPE33,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,2,0,2,0.5,0.5
group_3490,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_351,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_3805,,putative PE-PGRS family protein PE_PGRS24,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_3810,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_3914,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_4013,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_4101,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,1,0,1,1,1
group_4129,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,1,0,1,1,1
group_4134,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_4174,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_4188,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,1,0,1,1,1
group_4334,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,1,0,1,1,1
alkA_1,,putative bifunctional transcriptional activator/DNA repair enzyme AlkA,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,1,0,1,1,1
group_4354,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,1,0,1,1,1
group_474,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_491,,PPE family protein PPE34,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_5142,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_5230,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_5347,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,2,0,2,0.5,0.5
group_5508,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_5509,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_5510,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_5511,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_5609,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_6256,,HTH-type transcriptional repressor,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_6264,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,2,0,2,0.5,0.5
group_6280,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,2,0,2,0.5,0.5
group_6494,lexA,LexA repressor,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_6597,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_699,pknG,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_854,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,4,0,4,0.125,0.125
group_880,espB_2,ESX-1 secretion-associated protein EspB,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_89,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_943,,hypothetical protein,0,4,149,124,0,96.875,0,0.044444921,1,0.569640906,3,0,3,0.25,0.25
group_3943,,hypothetical protein,10,18,139,110,6.711409396,85.9375,0.439648281,0.047542051,1,0.569640906,10,4,7,0.34375,0.75390625
group_11538,,hypothetical protein,147,120,2,8,98.65771812,6.25,4.9,0.048089707,1,0.569640906,7,6,2,0.125,0.453125
group_12103,,hypothetical protein,147,120,2,8,98.65771812,6.25,4.9,0.048089707,1,0.569640906,7,6,2,0.125,0.453125
bglB,,Thermostable beta-glucosidase B,147,120,2,8,98.65771812,6.25,4.9,0.048089707,1,0.569640906,5,3,2,1,1
group_1941,dinB1_2,DNA polymerase IV 1,2,8,147,120,1.342281879,93.75,0.204081633,0.048089707,1,0.569640906,6,2,4,0.6875,0.6875
group_2643,,hypothetical protein,2,8,147,120,1.342281879,93.75,0.204081633,0.048089707,1,0.569640906,6,2,5,0.21875,0.6875
group_4146,,hypothetical protein,2,8,147,120,1.342281879,93.75,0.204081633,0.048089707,1,0.569640906,8,1,7,0.0703125,0.0703125
group_4147,,hypothetical protein,2,8,147,120,1.342281879,93.75,0.204081633,0.048089707,1,0.569640906,8,1,7,0.0703125,0.0703125
group_4148,,hypothetical protein,2,8,147,120,1.342281879,93.75,0.204081633,0.048089707,1,0.569640906,8,1,7,0.0703125,0.0703125
group_6274,,hypothetical protein,2,8,147,120,1.342281879,93.75,0.204081633,0.048089707,1,0.569640906,7,2,6,0.125,0.453125
group_991,gabT,4-aminobutyrate aminotransferase,2,8,147,120,1.342281879,93.75,0.204081633,0.048089707,1,0.569640906,8,2,7,0.0703125,0.2890625
